"","Movie_Title","Title","User","Date","Content","Stars"
"11","x"," 2 words: ti west","pensacolacomputer",2022-04-14,"the movie is not a 1, but it definitely is not a 7.3, which is the score at the time of this review. not to mention a 96% at rotten tomatoes...yes 96% lol!!yes, this is a typical ti west movie (which i did not know until after i saw it). now it makes perfect sense why its so horrible. his movies are always crap.thank god i did not see this in the theater. thank god i did not pay for this. i would have been really upset. but even for free i still feel like i paid something for it...like my time.1/10 another horrible ti west ""film""",1
"12","x"," horrorable!","greggman",2022-04-17,"this movie was just a bunch crap strung together with random scenes meant to try to make it seem better than it is.the first half of the movie nothing happens (6 people make a porno) and is entirely unrelated to the second half.there's a musical interlude for no reason. i can only guess it's there because brittany snow, from pitch perfect is in it and she wanted a chance to sing.then, 2 old people, who can barely seem to move, end up slaughtering everyone, for basically no reason. i guess they're just supposed to be crazy insane. (not a spoiler as it's in the trailer)i liked it follows. i can't say i liked color out of space but it at least liked that it was trying something different. i didn't like brightburn. i loved green room. i hated this movie!",1
"13","x"," i will not accept a life i do not deserve","nogodnomasters",2022-04-17,"in 1979 a group of people rent a cabin to make an adult film in rural texas. the owner is less than pleased and has issues of his own with his wife.the film is over-hyped. it does have two creepy looking old people who look like something out of texas chainsaw. the soundtrack was top rate, as is anything that includes mungo jerry. it also has the throwback nudity many horror films have started to avoid. this film reminded me of ""bread crumbs.""guide: f-word, sex, nudity (mia goth, brittany snow)",6
"14","x"," the texas chainsaw meh-ssacre.","nikosklimentos",2022-04-14,"a decent slasher, but does not deserve a 96% rating on rt. the kills felt conveniently cheap and honestly everything was underwhelming. i was hoping to to feel paranoid or scared, but didn't feel much of anything. spent most of the movie hoping it would get better or surprise me a little but we've seen this all before.",6
"15","x"," a deranged, bloody love letter to tobe hooper","drownsoda90",2022-03-20,"""x"" follows a group of young actors and filmmakers in 1979 who rent out a guest home on an elderly couple's texas farm to covertly shoot a smut film. however, things go awry when their hosts prove to be demented and dangerous.this feature from writer-director ti west (who wrote and directed two solid indie horror films in the 2010s--""the house of the devil"" and ""the innkeepers"") is undoubtedly his most accomplished work to date. while it has all the standard machinations of your typical slasher film, the premise is unique, and the stylistic choices here are effective and inspired by the past in a way that does not feel gimmicky or cheap.while the first half burns slowly, it is peppered with a number of subtle creepy moments that foreshadow the pandemonium that is to come. the cast does a fantastic job, with mia goth making for a very memorable lead; the supporting performances by brittany snow, martin henderson, scott mescudi, and jenna ortega are all equally smart and nicely telegraphed. adding to the ambiance is an eerie western-meets-choral score by folk/goth rock songstress chelsea wolfe to really round things out.above all, the film is a true love letter to the works of tobe hooper. that it draws on hooper's seminal ""the texas chainsaw massacre"" almost goes without saying, but it also pays homage to his lesser-known followup feature ""eaten alive"" in more ways than one. themes of personal autonomy, youth, longing, and regret are neatly folded into the screenplay, serving as springboards for the central conflict that drives the carnage, while hooper's visual influence bleeds through it all.homage aside, what is perhaps most refreshing about ""x"" is that it uses its touchstones wisely, working the slasher formula with intelligence but not veering into self-reflexive territory. in an era where hyper self-awareness has become a diegetic mainstay in horror films, ""x"" opts to check its pretensions at the door. what is surprising is that, in doing so, it still manages to operate as a smart, slick slasher flick. even more than that, it is simply a rollicking good time. 9/10.",9
"16","x"," x is unique for sure, but it didn't necessarily work for me.","banzoozalreviews",2023-12-10,"finally got around to watching ti west's highly acclaimed film 'x,' and i have mixed feelings about it. it definitely boasts a fantastic retro vibe and a creepy, dreamlike atmosphere that lingers with you. there's a palpable sense of unease and impending doom throughout, which i absolutely loved. additionally, mia goth delivers a stupendous performance in both her roles as pearl and maxxine. her character, pearl, is undeniably creepy and scary. the movie also features some brilliantly unhinged kills.however, the film does suffer from a disjointed narrative and, at times, feels like a parody. it gives the impression of being a collection of scenes rather than a cohesive movie. furthermore, there are moments where it seems to strive for excessive artistry, which can be overwhelming.",5
"17","x"," a sex-crazed gore-fest that lacks its 'x' factor","rebul21",2022-03-20,"after being involved in some great modern horror films such as hereditary (2018) and saint maud (2019), a24's latest film is an immature mess that feels more like an exercise in superfluity than it is a meaningful narrative.set in 1979, x follows six americans as they arrive at an isolated farmhouse for a weekend, intent on shooting a porno. hosted by an unsettling, elderly couple, things soon turn into a full-blown bloodbath.obviously inspired by tobe hooper's classic, the texas chainsaw massacre (1974), writer-director ti west ensured that x was full of slasher tropes, adding little originality to an already saturated genre. where it does succeed is creating characters with some personality. mia goth's maxine is noticeably unstable but tries to believe that she is a star. bobby-lynne, played well by brittany snow, comes across as the more witty, experienced porn actor. jackson (kid cudi) is a vietnam veteran, while wayne (martin henderson) and rj (owen campbell) provide the overseeing eyes to the pornographic production. finishing off the cast, jenny ortega plays the outsider of the group, lorraine.lacking believable or serious motives, the killers in the film were nonetheless unique, providing some creepiness and mystery. however, this soon subsides as we learn their quite ludicrous reasons for their murderous streak. they will certainly not be remembered as iconic horror characters.from the beginning, the film uses themes of religion to juxtapose the vices taking place. the tv in the house shows a programme of a preacher discussing sin, which is repeated throughout the film. as well as this, a well-crafted shot of lorraine taking off her cross while giving in to the temptation of being involved in the pornographic film hints at what could have been further developed. unfortunately, the theme is only touched upon within the hour-forty-five runtime, in what seems a missed opportunity to flesh out the barren story.this slasher focuses too much on numerous scenes of nudity in the first half of the film which then mostly moves aside to allow for excessive gore. the extended sex scenes are used in place of well-written dialogue and provide little else than what you would expect. it seems as if ti west had more of an interest in indulging in some sort of manic sex-gore film than providing any substance to this horror show. and while the gore was well executed with some great effects on display, they are at times over the top and not for the faint of heart.the editing of the film was unique, but rather out of place. alongside this, x lacked adequate direction, with suspense in short supply and predictability with every kill. the film did not use perspective enough and could have created further tension within scenes by narrowing the viewer's vision and creating a more personal point of view.without a strong plot, x fails to create a memorable story and instead focuses on showing something more akin to a pornographic film and a gore-fest. the killers were boring and the kills felt formulaic. decently written characters could not make up for some of the bizarre dialogue and while gore was in abundance suspense was not.",4
"18","x"," 7.1? who's getting paid to write the reviews/rate the movie here?","ferloinvinnie-36011",2022-04-16,"are y'all serious?? maybe you could be generous and say 3/10 for acting and production and that's it. story is a 1/10, at best. i just watched the sam predictable slasher movie i've seen 1000 times before, there was nothing different that stood out in this one-besides how slow it burned til the last 40 or so minutes. what kind of a joke are the ratings/reviews including the critics reviews? i usually love a24 movies but wtf??? don't waste your time...wtf did i really just watch?",1
"19","x"," this movie gives horror fans everything they want in a horror movie","kevin_robbins",2022-03-20,"x (2022) is a movie my wife and i caught in theatres tonight. the storyline follows a production crew who rents an old house from a very old couple in the middle of nowhere in texas to film a porno. as they make an outstanding porno hoping to change the industry forever they get some visitors looking to fulfill their own fantasies.this movie is directed by ti west (the house of the devil) and stars mia goth (suspiria), jenna ortega (scream), brittany snow (pitch perfect), kid cudi (don't look up), martin henderson (the ring) and owen campbell (my heart can't beat unless you tell it to).i love everything about this movie, how can you not like a slasher porno movie? the storyline is excellent and unfolds perfectly. this is a rare unique slasher film that horror fans have been clamoring for. i really liked the characters, the twists and turns and the full circle ending. the cast was perfectly selected. the cinematography and camera angles are out of this world, as is the use of lighting, sounds and the soundtrack. the kill scenes, gore and blood splatter are on point. the jump scares are perfectly executed and very well done with no cheese.this movie gives horror fans everything they want in a horror movie. i could watch this 100 times. i would score this a 10/10.",10
"20","x"," twisted, disturbing, and surprisingly smart","benjaminskylerhill",2022-03-18,"ti west is an incredibly astute visual director, and with x, he continues to show this. he turns this farmhouse into one of the most hellish nightmares imaginable, where there is no place that is truly safe.that being said, west has never impressed me with his writing before. his earlier films have very little detail put into the characters and themes-they're all concept and little substance. thankfully that's changed with this one. this is probably west's most character-filled film.every single character in this story is incredibly flawed, yet still retains a shred of sympathetic humanity. the protagonists live too much in the moment with no regard for future consequences, while the film's villains yearn for a bygone era of their lives and harbor envy toward those who have what they have lost. each group represents an untenable human desire, and it adds a layer of melancholy to the terror that unfolds.it's not a perfect film; like pretty much all slasher films, there are some characters who exist just to get killed off in predictable fashion, and some death scenes come off as rather anticlimactic.additionally, because every character kind of sucks as a person, there's a two-edged sword in that none of them are particularly likeable and i didn't get attached to them in the way i think west wanted me to.still, this is quite a wild, effectively uncomfortable ride, and a far smarter one than i was expecting.",8
"21","x"," atmospheric but ultimately lacking","dar star",2023-07-04,"there are a lot of good qualities possessed by x. the cinematography, the atmospheric vibe, interesting cast, witty dialogue, and a story you can get into. basically a modern version of texas chainsaw massacre with superior moviemaking skills. however, while i do rate this film as better than the texas chainsaw massacre, it still falls short. it could've been better with a better set of villains. the old couple just lacked any sense of credibility. all they served to do was gross us out with their desire to get naked all the time!!! at least leatherface was a credible and scary villain.still it is definitely a movie to check out.",7
"22","x"," what a snooze fest","greengrace-28359",2023-12-30,"it's so sad to see amazing films come out of a24, and then have to rate them next to this... whatever this is.to say this film was boring is an understatement. this film dragged the entire way through. the timing of the kills was even off. found myself skipping through the intense scenes because you can only stab someone so many times before it looses its shock value.there is a lack of plot this entire movie other than old people wanting to yoink each other, but they are too old so they need some young people to do it for them?it's also a highly unbelievable film as they have the old couple killing couples in their 20's/30's in very mobile ways but they are introduced being very pitiful and ill.wanted to see why ""pearl"" is rated so highly and this was barley talked about. guess we know why now.",2
"23","x"," i enjoyed it. loved the aerial scene of the croc.","fella_shibby",2022-04-22,"the movie has ample amt of tension n suspense.the gore is fulci level but the cinematography is bava level.ti west deserves accolades. terrific direction, especially the camera angles n the lighting. he succeeded in creating oodles of tension n suspense.the babes are attractive n the there's plenty of nudity n good sex scenes.one very ugly sex scene too involving old geezers.it is heavily influenced by hooper's texas chainsaw massacre, hooper's eaten alive, friday the 13th, etc.the locations are haunting n so is the music.i always craved for a crocodile action scene in a horror movie n this one came as a wish fulfilled.i saw dead 7 few months ago n it has a skull/head crushing scene via a vehicle done in a very gory way.this movie has beaten that scene.this movie will be definitely enjoyed by horror movies fans of the 70s n 80s n by fans of the new french extremity.",9
"24","x"," what a boring mess.","homesickalien81",2022-03-21,"'the house of the devil' is one of my favorite horror movies in the last couple decades, but since then ti west has made continuously awful movies. i really wanted to like this but the premise is pretty lame, and once the motive is revealed about the antagonists, i seriously thought i was getting trolled. i almost walked out of the theater a couple times but hoped the ending would pay off or introduce an interesting twist. nothing.i can't wrap my head around this high ratings and reviews.",1
"25","x"," nothing new here","davidlohr",2022-03-25,"average acting with an extremely predictable story. was hoping for more but the writers apparently thought viewers wanted the same old boring crap that's been done countless times.",1
"26","x"," interesting premise, not well executed","thenamelessczar",2024-01-04,"the idea behind the movie itself is interesting, and some of the plot elements are unique and original. however, there was just too much skin for me. i had to look away for large chunks of film as things that were just not relevant to the plot were taking place on screen. also, the director has apparently never talked to a senior citizen to know that human behavior and abilities change as one ages and becomes older. not to give too much away, but the villains in the film did things that simply would not be likely or possible given their stage in life. it was interesting enough for me to want to watch the prequel. it was ok, but could've been better.",5
"27","x"," senior citizens rom-com","saint_brett",2022-04-23,"ok, is this movie a cross between boogie nights and texas chainsaw massacre? let's find out.it must be noted that i'm watching this at 4pm with the sun still up. (does one have to watch a movie at night to add to the effectiveness of the creepy nature?)
movie starts off with a sawyer homestead crime scene where sheriff danny glover combs the aftermath. he then steps right into a scene ripped right from ""just cause"" as the religious tv mumbles out some preacher rhetoric. ""sheriff? you ought to take a look at this,"" informs the second in charge. yeah, let the sheriff see it but don't show the audience. that's some alfred hitchcock leave-it-up-to-the-imagination stuff right there.this wayne clown is doing his hardest to look and sound like matthew mcconaughy as is this movie's similarity to the texas chainsaw massacre.isn't this the same gas station as that recent texas chainsaw massacre on netflix?won't surprise me if they pick up a hitchhiker next.wow, this movie's biting so many scenes from texas chainsaw it's not funny. this maxine character is even wearing pam's red short shorts. it's also the same front door, same staircase. is leatherface hiding back there somewhere? you can pay homage to a movie but not steal directly from it.so, what are they gonna steal from next - the boat in the river scene from ""i spit on your grave?"" oh, it's ""lake placid,"" my mistake.this maxine chick looks a lot like the blonde from abba in the face. especially around the eyes with the blue eye shadow.i'm still undecided if this old man looks like robert duvall, uncle leo, willie nelson or that hunchback thing from rocky horror.the possessive cameraman in the movie, who looks like jarod leto by the way, his curious girlfriend cheats on him and he cries like a baby before becoming the first victim in the movie. it's real cheap of this movie to steal halloween's blue oyster cult song. another low blow.at certain times and angles this looks like the evil dead cabin as well.i wonder if that's johnny knoxville under those old people's body suits?i love in hollywood movies how they exaggerate people flying through the air when it comes to shotguns, (lethal weapon.) a shotgun may dislocate your shoulder but it won't project you four feet backwards through the air. i saw a boar once take 3 shots from a boom stick and it stood its ground.for the record this modern movie did not capture the essence of the seventies, no sir. not in the slightest. modern day entertainment ain't leaving its mark on history. they're disposable throw away rubbish you only watch once and are then quickly forgotten.the recent texas chainsaw massacre on netflix was filmed in bulgaria. this knockoff ""x massacre"" clone was filmed in new zealand. the state of texas is being poorly misrepresented as of late.what's the matter hollywood can't you film on real site locations anymore due to it being too expensive?a cast of porn actors, and film crew, travel out into the countryside of new zealand where they pay fifty bucks for a cabin to film r-rated porn.the 2 geriatric hick homeowners of the land of fluffy clouds detest their inner city ways from the get-go and make this known causing a gulf of distrust. they resent them making love on their grounds and seek retribution because of jealousy and age bracket.by film's end you feel nothing, and hey, that's today's modern entertainment for ya.",3
"28","x"," garbage","witchsbrew82",2022-04-18,"this isn't like ti west's other films. it's tasteless garbage with a few good scenes scattered throughout that end up being meaningless when the film descended into complete nonsense and shock value.",4
"29","x"," a bore. same old crap, just added a porn mix in it.","thefighting78",2022-04-13,"no spoilers.let's be honest here. this movie was total and complete garbage.it was like they tried to take texas chain saw massacre, the evil dead remake, the visit, and throw in some porn to make this crap fest....
boring, no plot, no character development....half of these reviews have to be from braindead millennials and generation z kids. i have seen thousands and thousands of horror movies; this one was in the top 10 worst.....",1
"30","x"," disappointing morality tale.","radhrh",2022-04-15,"i had high hopes of the latest ti west movie but it turned out to be a bit of a damp squib. not scary in the slightest neither is it funny or sexy. west's trade mark gore has been toned down perhaps to get a wider audience but the movie fails to make up for that in other ways. i just couldn't care less about the characters, a bunch of sexual degenerates making a porno and the constant references to christianity by way of a tv evangelist is just lazy writing. on the plus side i guess x could be viewed as a morality tale, bad stuff happens to those who do bad things but is that enough? no it isn't. distinctly average ( at best ).",5
"31","x"," terrible but funny","kanifuker-84708",2022-03-21,"i only gave it 1 star because it's supposed to be a horror genre but i couldn't stop laughing at how funny it was and also how bad it was also. you seriously have to be wrong in the head to come up with plots like this of two ugly old as anything pensioners having sex. and to think they've filmed or started filming part 2 of this rubbish.",1
"32","x"," critics are wrong on this one!","jeremyreiff",2022-03-19,"this movie is utter trash. started off great and then go weird and slow quick. how the hell is this 95 by the critics on rotten tomatoes. bad acting, bad plot, bad everything. don't waste your time and money.",1
"33","x"," disjointed and not creative","billyfriedrich",2022-03-30,"i expected a lot more from this movie. it felt a lot like a reboot of the texas chainsaw massacre. too many similarities and the overall story is hardly believable. disappointed as ti west has made some good movies before. this is not one of them.",4
"34","x"," no x factor in x","andrewrye-06535",2022-04-15,"the acting was ok, certainly better than the slasher films of the 90s.but the story line was deficient, no real aim and when you find out what's going on it just falls flat. there were so many plot devices available that should have been used to create the atmosphere of a horror but were used sparingly. no creative buildup with the alligators (once and done), the barns where one stood on a nail then well not much. even the religious overtone wasn't used to amp up the feeling of impending doom. it just played out on a tv, this has been done much better.there also wasn't much for slasher fans really. the blood and gore felt like it was on a serious budget and sparingly used.a 4 because the actors were good, just badly written.",4
"35","x"," here is the advice","109yearsold",2022-04-13,"just curious how feeble grandpa and grandma eliminate almost the entire porn movie production crew in the 70s? alright, there are twisted old folks for sure, evil people do not grow old graciously, but how would they accomplish that when they just immediately drop dead and collapse by having heart attack and hip fracture as seen in the finale? glad i've finished the movie in 15 min, hope you will do the same. be warned.",2
"36","x"," slow and pointless","jayaxelhickey",2022-04-15,"this movie starts off slow and never picks up. it's not a horror film so much as a boring film. if you like other peoples fats then is is a movie for you. the people act dumb. they way the people die is funny. the cgi and makeup is terrible. how can anyone rate this movie higher then a 2 is beyond me. this is one of the worst horror films ever.",2
"37","x"," artistic efforts didn't make this a great movie","flowerstardust1979",2022-04-19,"whilst i appreciate the way this was shot which gave it a 70s grindhouse horror feels, i was bored. i can't remember the last time i checked my watch so many times throughout a movie.first hour is an incredibly slow burn of the characters shooting a porn movie, that hour isn't used for character development or anything that is important to the movie. the horror part is the final 45 minutes.whilst there were a few good kill scenes it didn't save the movie. paired with some lousy acting which was partly intentional giving the theme of the movie the only good performance coming from mia goth.with a muddled twist at the end i came out shaking my head. not a terrible movie but not one that i'd recommend to my horror movie friends and no doubt i won't remember it in 6 months.i'm guessing the higher reviews are based on artist efforts rather than the story itself and the movie as a whole. i was looking forward to a great horror movie based on reviews but was sadly disappointed.",5
"38","x"," not everything goes together","brent-27849",2022-10-25,"it's funny, i like porn. i like slasher movies. but when this movie put the two together, well, it's not like the person who first decided to put peanut butter and chocolate together, that person was a frickin' genius.for one thing, it's not exactly cutting edge. pretty much every slasher movie in the 1980's have a certain element of soft core porn in them anyway. as for the 1970's look and shooting style. again not overly impressed. to have actors who look like they could be from the seventies, the feather hair, the clothes, but the more i think about it, it feels like it's because of movies made in the 1970's that i think people looked and acted and talked that way than because they really are from the 1970's.the point is there wasn't one character i was particularly interested in. they all seemed to be cliches of cliches, the blond, the linda lovelace wannabe, the guy with the gasoline pump in his pocket. and most of that seemed to be cribbed from movies like boogie nights (not to mention when harry met sally), they're not just doing porn, they're doing art movies and of course they have their own little world in which they look out for each other, they're like a family with a little church mouse too.again it's one of those movies where as soon as a character disappears for more than two minutes, i completely forget they were even in the movie. oh yeah, i forgot about the one in the cellar, how's her hand again? what happened to the blond, she still alive, oh yeah, there she is sleeping.which is the point, first they do the porn stuff and then they do the killing stuff, one by one, off the go. which as another reviewer mentioned, i guessed absolutely every way they were going to be killed. not even one was a surprise. the only thing i messed up on was the order in which they were killed. after the first guy got killed, i figured it would probably be the blond, boy, girl, boy, girl. but no, they killed all the guys first. which really makes me wonder about this world, whatever happened to ladies first?as for the one who survived, yeah, pretty much figured if any of them were going to survive, it would be her. only problem is i have no idea why she did survive. i mean, she is exactly the same as all the rest, not one thing different, so i can't for the life of me figure out why she lived. not that i really cared except in a mildly disappointed way.but of course that leads to the reason behind the killing. i've seen some pretty bad reasons but i honestly can't think of one more stupid. it appears to be because granny ain't gettin' any. that's it. my first thought was well, maybe she should bake a few more pies then, find a hobby. then i thought, well, it's kind of ironic, they're making a porno movie and it never occurs to the old lady to take matters into her own hands, sort to speak, maybe do it the way porn intended. i suppose in the 1970's they didn't have quite the same technical advances but they live on a farm, it can't be that hard to figure it out.of course none was more interesting than wondering why she didn't ask if she could join in. i mean, the movie was called the farmer's daughters, and they already made room for the church mouse to join in, so they could have called it the farmer's daughters, plus one, and granny. they were trying to make an art movie, well it don't get any more artistic than that. the great thing is it would have shown what cheap hypocrites they all were. yes, they have one big scene where they talk about the hypocrisy of prudes and religious folk. ok, well open minded people that they supposedly are, i would have loved to have seen old granny show up ready to get down to business, ready for her close ups. my guess is their open minds would have closed pretty darn fast, about as fast as they're knees.",1
"39","x"," starts well and then ends badly","boy13",2022-04-22,"the movie starts well with giving seventies vibe. the concept seems innovative and interesting. though its bit slow in begining it builds creepy feel. however, in second half it just feels like the director wants to get rid of the characters. the death of characters is stupid and incoherent. it feels as if the director just wanted to finish off the movie and go home. so a good concept but poorly executed.",5
"40","x"," over hyped, under whelmed","kregmurraymac-84526",2022-04-15,"do not believe the hype around this movie, i loved most of a24 films ventures. this was a dud.mia goth was great, she always is, but the film itself was really uninteresting, it takes too long for any actual murders to occur, and what comes before really isn't all that interesting, i appreciate slow burn but this one was more of a slow fizzle.the gore is also super overhyped.. what movie did the others watch?a guy gets his neck stabbed repeatedly, and a girls finger is cut with a knife and then a woman's head is ran over by a wheel.. idk, wasn't that gory lol.i like ti's other films too, so i was surprised to dislike this one so much.. but i really did.",3
"41","x"," terrible ""old person"" makeup drags this one down...","bbretall-1",2022-03-23,"a fairly uninventive horror movie with predictable jump scares and run of the mill slasher movie gore/kills. it seemed like this could have been better, given the premise, had they been a bit more inventive and maybe delved into the old couple's backstory a bit more.also, the old couple should have not been quite so old.... using older actors that could pull off the roles without a tremendous amount of really fake looking ""old person"" makeup and prosthetics (lead mia goth plays a dual role, also portraying the old woman in the aforementioned terrible makeup).",5
"42","x"," nothing new","akshatmahajan",2022-09-18,"there was nothing new in this movie. the story was a mixture of several slasher movies and no new element was present in the story. you can't feel any intensity or any thrill in the story. there was not even a single scene where you would shout or think what's gonna happen next. the performances by the cast members were also weak due to which you can't connect with them. overall, it was an average slasher and a wasted opportunity.now, it's prequel pearl has also released which i don't know why is made. no one asked for it and i don't think anyone's interested in knowing psycho's origin story.",4
"43","x"," i tension","josephjanz",2022-03-26,"this movie takes way too long to spark at all. and i say spark for a reason. there are no good kills in this film at all. this should have been rated pg if it weren't for the sex. the old age makeup was pretty bad and i am guessing that's why those characters were shot mostly in the dark. this was a big yawn fest for me.",4
"44","x"," tries to be too many things ends up being not much","ta-60644",2023-12-31,"the early scenes with the fixed long shot look perfectly 70's horror. that got my hopes up. add in the creepy farmhouse and some decent moments of building tension along with a couple jump scares and i was thinking it was going to be quite good.the sex scenes are a bit more involved than the early horror, friday the 13th, type movies; but it still follows the formula.then about halfway through, it switches to the gross/icky type of horror movie. and around then it also becomes the very predictable horror movie.the main cast was actually really good. that gave me a lot of hope for the movie early on. the old couple was not good, especially the 'old' lady and their story line was also pretty bad.a key to good horror movies is wanting to yell at the main characters to not do something or to get out of there. but no matter how much i liked the main characters their deaths were so predictable and the old couple was so distracting that it ruined the shock.",4
"45","x"," this is really a waste of time. slow and boring","popsticles-56820",2022-03-27,"slow and boring, add weird too.i don't know what else to say. the picture resembles texas chain saw, but there is nothing scary or fun. just slow and weird random death.",1
